Identifiant station,Nom station,Station en fonctionnement,Capacité de la station,Nombre bornettes libres,Nombre total vélos disponibles,Vélos mécaniques disponibles,Vélos électriques disponibles,Borne de paiement disponible,Retour vélib possible,Actualisation de la donnée,Coordonnées géographiques,Nom communes équipées,Code INSEE communes équipées
16036,Porte Molitor,OUI,60,0,60,54,6,OUI,OUI,2020-05-29T10:43:31Z,"48.8452476351,2.25690152496",Paris,NA
10032,Claude Vellefaux - Hôpital Saint-Louis,OUI,32,13,17,7,10,OUI,OUI,2020-05-29T10:43:07Z,"48.872859139,2.37007170699",Paris,NA
14103,Maine - Liancourt,OUI,27,19,7,4,3,OUI,OUI,2020-05-29T10:37:18Z,"48.835064364,2.32373144997",Paris,NA
10034,Louis Blanc - La Chapelle,OUI,21,17,4,1,3,OUI,OUI,2020-05-29T10:39:25Z,"48.8840089645,2.35993355513",Paris,NA
4108,Quai de Béthune - Pont de la Tournelle,OUI,25,14,11,7,4,OUI,OUI,2020-05-29T10:40:49Z,"48.8509743319,2.35630720854",Paris,NA
14022,Didot - Mariniers,OUI,35,31,4,3,1,OUI,OUI,2020-05-29T10:41:32Z,"48.8265054361,2.31313619827",Paris,NA
4014,Blancs-Manteaux - Archives,OUI,29,13,15,12,3,OUI,OUI,2020-05-29T10:43:07Z,"48.859418007,2.35594712198",Paris,NA
41208,Alouettes - Maréchal de Lattre de Tassigny,OUI,22,10,12,6,6,OUI,OUI,2020-05-29T10:39:22Z,"48.8551100929,2.49307002872",Fontenay-sous-Bois,NA
26006,Bas - Gabriel Péri,OUI,30,25,4,0,4,OUI,OUI,2020-05-29T10:42:28Z,"48.9158558054,2.29480952024",Asnières-sur-Seine,NA
32019,Place du 8 mai 1945,OUI,30,13,17,7,10,OUI,OUI,2020-05-29T10:43:19Z,"48.9388822721,2.35662437975",Saint-Denis,NA
2102,Saint-Marc - Feydeau,OUI,37,27,10,8,2,OUI,OUI,2020-05-29T10:41:56Z,"48.8703106614,2.34197918326",Paris,NA
8018,Saint-Augustin,OUI,31,13,18,13,5,OUI,OUI,2020-05-29T10:42:19Z,"48.8762009747,2.31978625059",Paris,NA
23041,Général Leclerc - Bièvre,OUI,25,7,18,13,5,OUI,OUI,2020-05-29T10:42:49Z,"48.7824144287,2.31666952372",Bourg-la-Reine,NA
13116,Place du Docteur Yersin,OUI,50,41,7,2,5,OUI,OUI,2020-05-29T10:39:13Z,"48.8201049499,2.37255837768",Paris,NA
10003,Hauteville - Bonne Nouvelle,OUI,17,3,14,9,5,OUI,OUI,2020-05-29T10:40:29Z,"48.8707743602,2.34964963683",Paris,NA
48002,LCL Campus - Place Oscar Niemeyer,OUI,37,31,6,5,1,OUI,OUI,2020-05-29T10:41:22Z,"48.8053424806,2.36398369074",Villejuif,NA
17117,Pereire - Saussure,OUI,32,31,1,1,0,OUI,OUI,2020-05-29T10:39:30Z,"48.8882290755,2.31012962759",Paris,NA
19014,Lorraine - Jean Jaurès,OUI,19,15,4,1,3,OUI,OUI,2020-05-29T10:42:52Z,"48.8863865,2.3825772",Paris,NA
8039,Colisée - Champs-Elysées,OUI,24,7,3,2,1,OUI,OUI,2020-05-29T10:42:48Z,"48.8704753994,2.30761907995",Paris,NA
11018,Saint-Maur - République,OUI,38,35,3,2,1,OUI,OUI,2020-05-29T10:43:32Z,"48.8641858615,2.37831741571",Paris,NA
19123,Metz - Marne,OUI,33,22,10,6,4,OUI,OUI,2020-05-29T10:40:13Z,"48.891163,2.3865705",Paris,NA
13013,Saint-Marcel - Hôpital,OUI,21,9,12,5,7,OUI,OUI,2020-05-29T10:43:33Z,"48.8395044246,2.36098941702",Paris,NA
6108,Saint-Romain - Cherche-Midi,OUI,17,2,15,11,4,OUI,OUI,2020-05-29T10:40:56Z,"48.8470815908,2.32137478888",Paris,NA
6021,Beaux-Arts - Bonaparte,OUI,20,12,9,7,2,OUI,OUI,2020-05-29T10:37:56Z,"48.8564519854,2.33485188335",Paris,NA
92002,Théâtre des Amandiers - Palais des sports,OUI,24,17,7,2,5,OUI,OUI,2020-05-29T10:43:22Z,"48.8926485268,2.21369415522",Nanterre,NA
2017,Caire - Dussoubs,OUI,40,28,12,4,8,OUI,OUI,2020-05-29T10:39:13Z,"48.8678534211,2.3493643105",Paris,NA
18111,Félix Ziem - Armand Gauthier,OUI,25,25,0,0,0,OUI,OUI,2020-05-29T10:42:32Z,"48.8894963049,2.3333936588",Paris,NA
9038,Douai - Bruxelles,OUI,27,27,0,0,0,OUI,OUI,2020-05-29T10:43:21Z,"48.8832078412,2.3308449949",Paris,NA
8009,Gare Saint-Lazare - Isly,OUI,27,4,23,16,7,OUI,OUI,2020-05-29T10:41:28Z,"48.8747776776,2.32651580478",Paris,NA
9028,Moncey - Blanche,OUI,17,17,0,0,0,OUI,OUI,2020-05-29T10:34:39Z,"48.8800658747,2.33108103275",Paris,NA
10025,Jemmapes - Ecluses Saint-Martin,OUI,15,11,4,0,4,OUI,OUI,2020-05-29T10:42:34Z,"48.8774851919,2.36600674689",Paris,NA
31009,Place Du Général De Gaulle,OUI,26,24,2,0,2,OUI,OUI,2020-05-29T10:42:10Z,"48.8687591,2.4329931",Montreuil,NA
11047,Amelot - Saint-Sébastien,OUI,30,15,14,8,6,OUI,OUI,2020-05-29T10:43:24Z,"48.8611421628,2.36779961811",Paris,NA
13014,Gare d'Austerlitz,OUI,14,8,6,4,2,OUI,OUI,2020-05-29T10:43:15Z,"48.842524,2.364044",Paris,NA
18003,Cimetière de Montmartre,OUI,43,39,4,1,3,OUI,OUI,2020-05-29T10:42:54Z,"48.8864724661,2.33289018273",Paris,NA
46003,Conservatoire de Musique,OUI,25,8,17,8,9,OUI,OUI,2020-05-29T10:40:32Z,"48.7709358667,2.40340143442",Choisy-le-Roi,NA
15109,Cevennes - Bergers,OUI,29,8,21,14,7,OUI,OUI,2020-05-29T10:42:36Z,"48.8424076513,2.28103771806",Paris,NA
18022,Marcadet - Barbès,OUI,37,34,2,0,2,OUI,OUI,2020-05-29T10:38:06Z,"48.890451121,2.34905739297",Paris,NA
7002,Vaneau - Sèvres,OUI,35,20,15,7,8,OUI,OUI,2020-05-29T10:38:38Z,"48.8485632331,2.32042182593",Paris,NA
16122,Route de la Muette - Porte de Neuilly,OUI,50,39,10,6,4,OUI,OUI,2020-05-29T10:38:59Z,"48.8798926,2.2587671",Paris,NA
5106,Cujas - Saint-Michel,OUI,19,18,1,0,1,OUI,OUI,2020-05-29T10:38:35Z,"48.8481913486,2.34183165485",Paris,NA
32016,Place de la Porte de Paris,NON,40,40,0,0,0,NON,NON,2019-05-02T08:37:45Z,"48.9300936321,2.35640376806",Saint-Denis,NA
41402,Victor Hugo - Ecoles,OUI,25,17,8,6,2,OUI,OUI,2020-05-29T10:43:10Z,"48.8047600794,2.41803739303",Alfortville,NA
19005,Flandre - Riquet,OUI,21,17,4,3,1,OUI,OUI,2020-05-29T10:39:28Z,"48.8880132814,2.37375959552",Paris,NA
19115,Porte de la Villette,OUI,27,22,5,2,3,OUI,OUI,2020-05-29T10:40:05Z,"48.8983519655,2.38615013659",Paris,NA
14019,Sarrette - Général Leclerc,OUI,22,21,1,1,0,OUI,OUI,2020-05-29T10:42:23Z,"48.8250308529,2.3264128694",Paris,NA
20119,Square des Saint-Simoniens,OUI,25,25,0,0,0,OUI,OUI,2020-05-29T10:37:02Z,"48.8701796,2.3967273",Paris,NA
31705,Champeaux - Gallieni,OUI,50,41,9,1,8,OUI,OUI,2020-05-29T10:42:21Z,"48.8644591347,2.41617780179",Bagnolet,NA
21109,Guichet - Jean Jaurès,OUI,28,26,2,2,0,OUI,OUI,2020-05-29T10:42:52Z,"48.9051698681,2.3023840785",Clichy,NA
15126,Ernest Renan - Parc des Expositions,OUI,50,15,34,30,4,OUI,OUI,2020-05-29T10:42:12Z,"48.8308975701,2.2853584215",Paris,NA
13102,Pitié-Salpêtrière,OUI,51,11,39,17,22,OUI,OUI,2020-05-29T10:41:08Z,"48.8372080623,2.3646864295",Paris,NA
11101,Charles Delescluze,OUI,49,31,18,12,6,OUI,OUI,2020-05-29T10:37:34Z,"48.8524220085,2.38063249737",Paris,NA
21019,Edouard Vaillant - Paul-Adolphe Souriau,OUI,28,16,12,11,1,OUI,OUI,2020-05-29T10:40:51Z,"48.8348458588,2.24794596434",Boulogne-Billancourt,NA
47005,Ecole Vétérinaire,OUI,36,9,27,17,10,OUI,OUI,2020-05-29T10:43:18Z,"48.8148885982,2.42243621578",Maisons-Alfort,NA
8013,Marignan - Champs-Elysées,OUI,35,3,16,5,11,OUI,OUI,2020-05-29T10:40:29Z,"48.8694956612,2.3066138139",Paris,NA
15002,Maine - Antoine Bourdelle,OUI,17,4,13,4,9,OUI,OUI,2020-05-29T10:40:02Z,"48.8430853175,2.32026394678",Paris,NA
18017,Caulaincourt - Place Constantin Pecqueur,OUI,44,42,2,0,2,OUI,OUI,2020-05-29T10:43:12Z,"48.889677905,2.33817871443",Paris,NA
8001,Petit Palais,OUI,43,9,34,16,18,OUI,OUI,2020-05-29T10:41:55Z,"48.8667692,2.3157655",Paris,NA
2010,Uzès - Montmartre,OUI,29,26,3,1,2,OUI,OUI,2020-05-29T10:40:03Z,"48.8707909802,2.34310101718",Paris,NA
15063,Convention - Saint-Charles,OUI,19,14,5,4,1,OUI,OUI,2020-05-29T10:43:29Z,"48.8431561111,2.28310905397",Paris,NA
5019,Poissy - Saint-Germain,OUI,25,21,2,2,0,OUI,OUI,2020-05-29T10:40:30Z,"48.8496964943,2.35296852887",Paris,NA
11046,Place de la République - Voltaire,OUI,19,7,12,9,3,OUI,OUI,2020-05-29T10:43:28Z,"48.8668309689,2.36548103392",Paris,NA
10026,Gare de l'Est - Chateau Landon,OUI,59,58,1,0,1,OUI,OUI,2020-05-29T10:36:32Z,"48.879305,2.362424",Paris,NA
13117,Stade Georges Carpentier,OUI,40,20,19,2,17,OUI,OUI,2020-05-29T10:43:10Z,"48.8204824384,2.36683219671",Paris,NA
35011,Honoré d'Estienne d'Ovres - Grilles,OUI,18,11,7,1,6,OUI,OUI,2020-05-29T10:40:34Z,"48.8905639474,2.40648318438",Pantin,NA
11109,Pierre Levée - Fontaine Timbaud,OUI,23,21,2,2,0,OUI,OUI,2020-05-29T10:34:21Z,"48.8663272337,2.37111635506",Paris,NA
22604,Hôtel de Ville de Fontenay-aux-Roses,OUI,34,27,7,4,3,OUI,OUI,2020-05-29T10:42:06Z,"48.7908446035,2.28714559303",Fontenay-aux-Roses,NA
21219,Amaury Duval - Gabriel Péri,OUI,36,26,10,4,6,OUI,OUI,2020-05-29T10:40:47Z,"48.8171875967,2.32384175062",Montrouge,NA
17003,Jacques Kellner - Saint-Ouen,OUI,45,44,1,0,1,OUI,OUI,2020-05-29T10:38:58Z,"48.8958094858,2.32789740916",Paris,NA
12007,Gare de Lyon - Chalon,OUI,50,0,35,31,4,OUI,OUI,2020-05-29T10:42:36Z,"48.8456661942,2.37414523959",Paris,NA
4020,Place Edmond Michelet,OUI,23,2,21,13,8,OUI,OUI,2020-05-29T10:42:38Z,"48.8601348905,2.3500636965",Paris,NA
7017,La Motte-Picquet - La Tour Maubourg,OUI,40,36,4,1,3,OUI,OUI,2020-05-29T10:33:44Z,"48.8572316,2.3094136",Paris,NA
6012,Saint-Germain - Ciseaux,OUI,18,1,17,6,11,OUI,OUI,2020-05-29T10:43:28Z,"48.8533052776,2.33446546188",Paris,NA
14137,Maurice d'Ocagne - General Maudhuy,OUI,30,21,9,2,7,OUI,OUI,2020-05-29T10:42:53Z,"48.8241428252,2.31587894261",Paris,NA
12155,Rottembourg - Général Michel Bizot,OUI,43,33,8,7,1,OUI,OUI,2020-05-29T10:43:32Z,"48.8378782599,2.40440525115",Paris,NA
12028,Vivaldi - Antoine-Julien Hénard,OUI,27,20,7,4,3,OUI,OUI,2020-05-29T10:43:23Z,"48.8419236633,2.38972897947",Paris,NA
12101,Charenton - Prague,OUI,26,11,14,11,3,OUI,OUI,2020-05-29T10:43:07Z,"48.84817513,2.37635844943",Paris,NA
17024,Villiers - Batignolles,OUI,23,7,16,10,6,OUI,OUI,2020-05-29T10:43:11Z,"48.8812525385,2.31653843075",Paris,NA
6002,Saint-Benoît - Jacob,OUI,23,3,21,14,7,OUI,OUI,2020-05-29T10:42:52Z,"48.8554513601,2.33347222209",Paris,NA
16012,Flandrin - Longchamp,OUI,42,37,4,2,2,OUI,OUI,2020-05-29T10:39:31Z,"48.8687784918,2.27435453918",Paris,NA
20008,Pyrénées - Avron,OUI,32,24,8,5,3,OUI,OUI,2020-05-29T10:42:09Z,"48.8532468982,2.40587104453",Paris,NA
20024,Gambetta - Père Lachaise,OUI,29,25,3,2,1,OUI,OUI,2020-05-29T10:43:12Z,"48.8642956962,2.39822866728",Paris,NA
8110,Gare Saint-Lazare - Stockholm,OUI,32,19,13,5,8,OUI,OUI,2020-05-29T10:43:08Z,"48.8771273167,2.32241716236",Paris,NA
15132,Bargue -  Dutot,OUI,21,14,7,2,5,OUI,OUI,2020-05-29T10:40:21Z,"48.837884,2.308876",Paris,NA
22503,Joffre - Aigle,OUI,20,4,16,9,7,OUI,OUI,2020-05-29T10:42:14Z,"48.904033,2.245096",La Garenne-Colombes,NA
3012,Square Emile - Chautemps,OUI,25,6,18,11,7,OUI,OUI,2020-05-29T10:41:31Z,"48.8674337242,2.35363572836",Paris,NA
24006,Adolphe Lalyre - Armand Silvestre,OUI,40,34,6,3,3,OUI,OUI,2020-05-29T10:38:56Z,"48.9040626696,2.27341622114",Courbevoie,NA
22502,Kléber - National,OUI,20,13,7,1,6,OUI,OUI,2020-05-29T10:34:49Z,"48.9063338987,2.23939105868",La Garenne-Colombes,NA
2021,Cléry - Montmartre,OUI,44,3,38,24,14,OUI,OUI,2020-05-29T10:43:09Z,"48.867458,2.3445211",Paris,NA
1014,Rivoli - Musée du Louvre,OUI,24,2,22,11,11,OUI,OUI,2020-05-29T10:43:32Z,"48.8636463685,2.33409583569",Paris,NA
4005,Quai des Célestins - Henri IV,OUI,14,4,10,7,3,OUI,OUI,2020-05-29T10:42:09Z,"48.8512971,2.3624535",Paris,NA
12165,Champs de Manoeuvre - Cartoucherie,NON,0,0,0,0,0,NON,NON,2019-03-21T09:50:32Z,"48.8340712158,2.44561329738",Paris,NA
6026,Saint-Placide - Cherche Midi,OUI,66,42,23,16,7,OUI,OUI,2020-05-29T10:43:17Z,"48.8490535919,2.32531797141",Paris,NA
2006,Place des Victoires,OUI,24,0,24,15,9,OUI,OUI,2020-05-29T10:41:30Z,"48.8660354,2.3420333",Paris,NA
2022,Saint-Fiacre - Poissonière,OUI,35,28,5,4,1,OUI,OUI,2020-05-29T10:42:20Z,"48.8708289116,2.34592135996",Paris,NA
7023,Bourdonnais - Tour Eiffel,OUI,60,33,25,25,0,OUI,OUI,2020-05-29T10:39:48Z,"48.8608977979,2.29559959845",Paris,NA
18018,Carpeaux - Place Jacques Froment,OUI,19,17,2,1,1,OUI,OUI,2020-05-29T10:42:25Z,"48.8906542,2.3309428",Paris,NA
12039,Général Michel Bizot - Claude Decaen,OUI,38,23,15,14,1,OUI,OUI,2020-05-29T10:40:27Z,"48.8348126298,2.40092778813",Paris,NA
5001,Harpe - Saint-Germain,OUI,45,11,34,24,10,OUI,OUI,2020-05-29T10:43:28Z,"48.851518815,2.34367031604",Paris,NA
14111,Cassini - Denfert-Rochereau,OUI,25,8,17,12,5,OUI,OUI,2020-05-29T10:41:03Z,"48.8375258391,2.33603540808",Paris,NA
43009,Place Jean-Spire-Lemaître,OUI,50,41,9,9,0,OUI,OUI,2020-05-29T10:42:45Z,"48.8468428627,2.45206207037",Vincennes,NA
11027,Saint-Ambroise - Parmentier,OUI,38,36,2,1,1,OUI,OUI,2020-05-29T10:42:54Z,"48.8621478445,2.3772348091",Paris,NA
21306,Place Lafayette,OUI,62,8,53,53,0,OUI,OUI,2020-05-29T10:42:49Z,"48.8296549755,2.26386755705",Issy-les-Moulineaux,NA
8054,Bertie Albrecht - Hoche,OUI,32,17,15,10,5,OUI,OUI,2020-05-29T10:40:25Z,"48.8761403983,2.30130313831",Paris,NA
41202,Gare Rer de Fontenay sous Bois,OUI,62,50,12,7,5,OUI,OUI,2020-05-29T10:43:10Z,"48.8436279,2.4630465",Fontenay-sous-Bois,NA
35020,Marcelle - Thalie,OUI,20,18,2,0,2,OUI,OUI,2020-05-29T10:37:44Z,"48.8835462,2.4137883",Pantin,NA
21403,Gare de Clamart,OUI,14,9,5,0,5,OUI,OUI,2020-05-29T10:42:43Z,"48.813835356,2.27227896452",Clamart,NA
21701,Larmeroux - Baudelaire,OUI,30,24,6,2,4,OUI,OUI,2020-05-29T10:39:37Z,"48.8169399113,2.28098948048",Vanves,NA
5123,Saint-Germain - Thenard,OUI,31,16,14,12,2,OUI,OUI,2020-05-29T10:43:32Z,"48.850571,2.3471015",Paris,NA
13002,Arago - Glacière,OUI,27,24,3,2,1,OUI,OUI,2020-05-29T10:43:16Z,"48.8348605478,2.34457705243",Paris,NA
16040,Exelmans - Michel-Ange,OUI,33,15,18,16,2,OUI,OUI,2020-05-29T10:38:04Z,"48.8430948665,2.25977708007",Paris,NA
15013,Volontaire - Lecourbe,OUI,31,24,6,4,2,OUI,OUI,2020-05-29T10:43:31Z,"48.843513788,2.30655223131",Paris,NA
12013,Montgallet - Reuilly,OUI,16,16,0,0,0,OUI,OUI,2020-05-29T10:43:30Z,"48.844291,2.3896481",Paris,NA
5119,Jussieu - Guy de la Brosse,OUI,40,11,29,24,5,OUI,OUI,2020-05-29T10:42:04Z,"48.845665,2.355653",Paris,NA
16140,Longchamp - Suresnes,NON,0,0,0,0,0,NON,NON,2019-10-10T08:57:21Z,"48.8630082862,2.24082814273",Paris,NA
17050,Batignolles - Abel Truchet,OUI,28,27,2,1,1,OUI,OUI,2020-05-29T10:41:24Z,"48.8831039046,2.32383474909",Paris,NA
14139,Pierre Larousse - Raymond Losserand,OUI,30,14,15,1,14,OUI,OUI,2020-05-29T10:42:38Z,"48.8305956423,2.31191832572",Paris,NA
6107,Place Alphonse Deville,OUI,23,7,16,10,6,OUI,OUI,2020-05-29T10:42:45Z,"48.8501882627,2.32759617269",Paris,NA
11020,Belfort - Voltaire,OUI,39,33,5,2,3,OUI,OUI,2020-05-29T10:37:33Z,"48.8563358,2.3829901",Paris,NA
44102,Verdun - Adrien Damalix,OUI,26,19,7,3,4,OUI,OUI,2020-05-29T10:40:09Z,"48.8222334179,2.42153283209",Saint-Maurice,NA
18025,Mairie du 18ème,OUI,40,34,4,3,1,OUI,OUI,2020-05-29T10:43:27Z,"48.8929392969,2.34455108643",Paris,NA
9023,Laffitte - Italiens,OUI,33,14,18,5,13,OUI,OUI,2020-05-29T10:42:01Z,"48.8718157374,2.33720154785",Paris,NA
12107,Diderot - Pierre Bourdan,OUI,21,19,2,1,1,OUI,OUI,2020-05-29T10:38:35Z,"48.8476486208,2.39025827497",Paris,NA
23007,Président Wilson - Jean Jaures,OUI,27,14,13,9,4,OUI,OUI,2020-05-29T10:43:05Z,"48.8903405405,2.29206830263",Levallois-Perret,NA
5121,Square René Viviani - Montebello,OUI,34,20,14,14,0,OUI,OUI,2020-05-29T10:38:58Z,"48.8519048914,2.34784215689",Paris,NA
10036,Aqueduc - Villette,OUI,28,14,14,2,12,OUI,OUI,2020-05-29T10:43:29Z,"48.8838860639,2.36719880331",Paris,NA
7016,Surcouf - Université,OUI,58,45,11,5,6,OUI,OUI,2020-05-29T10:43:18Z,"48.8612730163,2.30945355091",Paris,NA
7110,Quai Anatole France - Musée d'Orsay,OUI,12,12,0,0,0,NON,NON,2020-03-03T02:02:53Z,"48.8612117406,2.32424609363",Paris,NA
9113,Bleue - Trévise,OUI,30,18,11,7,4,OUI,OUI,2020-05-29T10:43:23Z,"48.8757890656,2.34728962183",Paris,NA
21952,Place Tony de Graaff,OUI,42,24,18,17,1,OUI,OUI,2020-05-29T10:42:54Z,"48.8181645,2.2458109",Meudon,NA
23006,Jules Guesde - Alsace,OUI,25,10,16,3,13,OUI,OUI,2020-05-29T10:43:22Z,"48.8905662755,2.29507774115",Levallois-Perret,NA
14128,Gergovie - Vercingétorix,OUI,29,20,9,4,5,OUI,OUI,2020-05-29T10:42:32Z,"48.8345341388,2.31315454743",Paris,NA
12125,Pyramide - Parc Floral,OUI,50,33,17,7,10,OUI,OUI,2020-05-29T10:43:15Z,"48.837442,2.440452",Paris,NA
13027,Mazagran - Pierre de Coubertin,OUI,15,9,6,4,2,OUI,OUI,2020-05-29T10:41:54Z,"48.8162186403,2.34422687441",Paris,NA
13039,Ivry - Simone Weil,OUI,18,9,10,4,6,OUI,OUI,2020-05-29T10:42:47Z,"48.823283932,2.36590951681",Paris,NA
7111,Ecole Militaire - Place Joffre,OUI,26,3,23,17,6,OUI,OUI,2020-05-29T10:41:25Z,"48.8520602036,2.30179935694",Paris,NA
42305,Vanne - Saussaies,OUI,20,9,11,2,9,OUI,OUI,2020-05-29T10:41:12Z,"48.786404,2.338848",Cachan,NA
13011,Hôpital - Campo-Formio,OUI,16,10,6,4,2,OUI,OUI,2020-05-29T10:42:52Z,"48.835405,2.358218",Paris,NA
4016,Lobau - Hôtel de Ville,OUI,60,20,41,30,11,OUI,OUI,2020-05-29T10:41:53Z,"48.8562118,2.3532536",Paris,NA
42209,Place de l'Europe,OUI,17,11,6,6,0,OUI,OUI,2020-05-29T10:40:19Z,"48.8252985884,2.39456791431",Charenton-le-Pont,NA
21204,Estienne d'Orves - Henri Ginoux,OUI,31,15,15,2,13,OUI,OUI,2020-05-29T10:42:38Z,"48.8153882204,2.32088679076",Montrouge,NA
8037,Monceau - Malesherbes,OUI,38,23,15,13,2,OUI,OUI,2020-05-29T10:43:34Z,"48.8795079,2.3145456",Paris,NA
18007,Goutte d'or - Barbès,OUI,20,17,3,0,3,OUI,OUI,2020-05-29T10:43:11Z,"48.8851243236,2.34969623387",Paris,NA
11017,Charonne - Bureau,OUI,47,40,5,1,4,OUI,OUI,2020-05-29T10:43:28Z,"48.854176,2.396093",Paris,NA
9102,Londres - Place d'Estienne d'Orves,OUI,25,17,8,2,6,OUI,OUI,2020-05-29T10:42:01Z,"48.8766938058,2.33053620905",Paris,NA
12035,Madagascar - Meuniers,OUI,33,28,5,1,4,OUI,OUI,2020-05-29T10:42:53Z,"48.8346046447,2.3970650509",Paris,NA
15006,Cherche-Midi - Hôpital Necker,OUI,38,16,22,15,7,OUI,OUI,2020-05-29T10:43:21Z,"48.8446106331,2.3179140687",Paris,NA
15001,Gare Montparnasse - Arrivée,OUI,43,7,36,21,15,OUI,OUI,2020-05-29T10:43:00Z,"48.8438279943,2.32258111238",Paris,NA
1007,Turbigo - Française,OUI,16,1,13,11,2,OUI,OUI,2020-05-29T10:42:27Z,"48.8635885811,2.34777946025",Paris,NA
22301,Chausson - Gabriel Péri,OUI,22,6,16,7,9,OUI,OUI,2020-05-29T10:42:41Z,"48.9218910035,2.29523062706",Gennevilliers,NA
13017,Nationale - Vincent Auriol,OUI,33,26,7,1,6,OUI,OUI,2020-05-29T10:42:44Z,"48.832527084,2.36235441039",Paris,NA
9111,Victoire - Laffitte,OUI,20,6,14,10,4,OUI,OUI,2020-05-29T10:41:34Z,"48.8751437349,2.33811850514",Paris,NA
14133,Froidevaux - Boulard,OUI,35,28,6,2,4,OUI,OUI,2020-05-29T10:43:08Z,"48.8351473196,2.32944119722",Paris,NA
33020,Waldeck Rochet - Germaine Tillon,OUI,31,26,5,2,3,OUI,OUI,2020-05-29T10:38:51Z,"48.911059602,2.36763015389",Aubervilliers,NA
21954,Val-Fleury,OUI,23,17,6,1,5,OUI,OUI,2020-05-29T10:40:46Z,"48.807671408,2.24072176963",Meudon,NA
1023,Saint-Honoré - Musée du Louvre,OUI,22,3,19,11,8,OUI,OUI,2020-05-29T10:42:30Z,"48.8634431328,2.33487818464",Paris,NA
23042,André Theuriet - Blagis,OUI,30,9,21,13,8,OUI,OUI,2020-05-29T10:42:58Z,"48.7797732575,2.31305256486",Bourg-la-Reine,NA
32020,Jules Guesdes - Carnot,OUI,16,7,9,5,4,OUI,OUI,2020-05-29T10:37:54Z,"48.9382816993,2.35089920461",Saint-Denis,NA
21704,Place du Maréchal de Lattre de Tassigny,OUI,27,15,12,12,0,OUI,OUI,2020-05-29T10:43:17Z,"48.8217077153,2.28534314854",Vanves,NA
20142,Mûriers - Père Lachaise,OUI,20,18,1,0,1,OUI,OUI,2020-05-29T10:40:12Z,"48.8641305097,2.39164982067",Paris,NA
20003,Pyrénées - Cours de Vincennes,OUI,21,18,3,2,1,OUI,OUI,2020-05-29T10:42:54Z,"48.8477967799,2.40617215633",Paris,NA
48006,Maxime Gorki - Paul Vaillant-Couturier,OUI,20,18,1,0,1,OUI,OUI,2020-05-29T10:37:03Z,"48.796735088,2.36833423376",Villejuif,NA
35013,Guillaume Tell - Parc Henri Barbusse,OUI,20,18,2,0,2,OUI,OUI,2020-05-29T10:43:09Z,"48.8895892589,2.41988629103",Pantin,NA
17006,Guy Môquet - Compoint,OUI,36,33,3,1,2,OUI,OUI,2020-05-29T10:38:06Z,"48.8921355904,2.32321947813",Paris,NA
7010,Constantine - Université,OUI,65,35,28,24,4,OUI,OUI,2020-05-29T10:42:47Z,"48.8606804737,2.31484819558",Paris,NA
24007,Jean-Baptiste Charcot - Sainte-Geneviève,OUI,21,17,4,1,3,OUI,OUI,2020-05-29T10:38:26Z,"48.9031088372,2.27889295667",Courbevoie,NA
6028,Quatre Vents - Carrefour de l'Odéon,OUI,37,27,10,5,5,OUI,OUI,2020-05-29T10:42:28Z,"48.8517513745,2.33816169513",Paris,NA
21007,Rond-Point Rhin et Danube,OUI,53,30,23,9,14,OUI,OUI,2020-05-29T10:37:42Z,"48.840452821,2.22802251577",Boulogne-Billancourt,NA
11037,Faubourg Du Temple - Republique,OUI,38,24,15,9,6,OUI,OUI,2020-05-29T10:43:34Z,"48.8678724847,2.36489821581",Paris,NA
15112,Vigée-Lebrun - Anselme Payen,OUI,24,15,9,6,3,OUI,OUI,2020-05-29T10:42:58Z,"48.8386839416,2.3110422492",Paris,NA
1122,Pont-Neuf - Quai du Louvre,OUI,30,0,0,0,0,NON,NON,2020-02-29T11:46:55Z,"48.8582958983,2.34237145633",Paris,NA
21006,Marcelin Berthelot,OUI,27,5,22,18,4,OUI,OUI,2020-05-29T10:42:23Z,"48.8415473059,2.23316162825",Boulogne-Billancourt,NA
11105,Parmentier - République,OUI,50,42,8,6,2,OUI,OUI,2020-05-29T10:42:19Z,"48.8644954,2.3750124",Paris,NA
19029,Seine - Flandre,OUI,19,15,4,2,2,OUI,OUI,2020-05-29T10:40:29Z,"48.8867857415,2.37461932003",Paris,NA
32003,Wilson - Métallurgie,OUI,28,24,4,4,0,OUI,OUI,2020-05-29T10:39:39Z,"48.9094230101,2.35844358802",Saint-Denis,NA
12009,Charenton - Diderot,OUI,18,2,16,11,5,OUI,OUI,2020-05-29T10:43:10Z,"48.8461714612,2.37930681556",Paris,NA
21305,Place Jacques Madaule,OUI,25,12,13,6,7,OUI,OUI,2020-05-29T10:42:50Z,"48.8239337873,2.26069182158",Issy-les-Moulineaux,NA
11040,Temple - Jean-Pierre Timbaud,OUI,36,32,3,2,1,OUI,OUI,2020-05-29T10:43:17Z,"48.864465972,2.36605972052",Paris,NA
20043,Charonne - Avron,OUI,27,19,8,6,2,OUI,OUI,2020-05-29T10:42:33Z,"48.8516026652,2.39840304704",Paris,NA
12029,Dugommier,OUI,55,48,5,3,2,OUI,OUI,2020-05-29T10:43:26Z,"48.8388110488,2.38965779543",Paris,NA
18045,Pierre Ginier - Clichy,OUI,16,15,1,1,0,OUI,OUI,2020-05-29T10:37:27Z,"48.8867667,2.326228",Paris,NA
