Identifiant station,Nom station,Station en fonctionnement,Capacité de la station,Nombre bornettes libres,Nombre total vélos disponibles,Vélos mécaniques disponibles,Vélos électriques disponibles,Borne de paiement disponible,Retour vélib possible,Actualisation de la donnée,Coordonnées géographiques,Nom communes équipées,Code INSEE communes équipées
20042,Pyrénées - Emmery,OUI,40,38,2,0,2,OUI,OUI,2020-05-29T10:42:53Z,"48.8720102813,2.39203959703",Paris,NA
41209,Cimetière,OUI,15,15,0,0,0,OUI,OUI,2020-05-29T10:39:23Z,"48.8470617336,2.47878223658",Fontenay-sous-Bois,NA
8045,Place de la Reine Astrid,OUI,58,3,54,36,18,OUI,OUI,2020-05-29T10:43:24Z,"48.8649209825,2.30254918239",Paris,NA
9116,Victoire - Chaussée d'Antin,OUI,24,2,19,10,9,OUI,OUI,2020-05-29T10:38:12Z,"48.875065791,2.33167380095",Paris,NA
9010,Rochechouart lamartine,OUI,24,18,6,2,4,OUI,OUI,2020-05-29T10:43:29Z,"48.8767198951,2.34439302185",Paris,NA
21104,Madame de Sanzillon - Mozart,OUI,22,11,11,3,8,OUI,OUI,2020-05-29T10:39:10Z,"48.9037982077,2.31874018908",Clichy,NA
11004,Charonne - Faubourg Saint-Antoine,OUI,34,12,20,13,7,OUI,OUI,2020-05-29T10:43:29Z,"48.8521919097,2.37409327179",Paris,NA
18012,Stephenson - Doudeauville,OUI,36,33,3,3,0,OUI,OUI,2020-05-29T10:38:42Z,"48.8885370489,2.35616102815",Paris,NA
23009,Anatole France - Louise Michel,OUI,50,32,18,6,12,OUI,OUI,2020-05-29T10:43:16Z,"48.8887321493,2.28815764189",Levallois-Perret,NA
12027,Montgallet - Charenton,OUI,16,14,2,1,1,OUI,OUI,2020-05-29T10:43:12Z,"48.8426477787,2.38616492781",Paris,NA
43402,Place de Verdun,OUI,40,18,22,19,3,OUI,OUI,2020-05-29T10:42:57Z,"48.8202823,2.473775",Joinville-le-Pont,NA
13049,Vincent Auriol - Louise Weiss,OUI,22,2,20,9,11,OUI,OUI,2020-05-29T10:41:44Z,"48.8340019355,2.37038880587",Paris,NA
41102,Gare de Laplace,OUI,43,19,24,5,19,OUI,OUI,2020-05-29T10:39:59Z,"48.8089319911,2.33494609594",Arcueil,NA
20026,Gambetta - Hôpital Tenon,OUI,35,31,3,1,2,OUI,OUI,2020-05-29T10:41:53Z,"48.867925154,2.40097662355",Paris,NA
16124,Route de Sèvres - Porte de Bagatelle,OUI,66,44,21,6,15,OUI,OUI,2020-05-29T10:42:50Z,"48.8752598413,2.24941581488",Paris,NA
20132,Réunion - Avron,OUI,26,20,5,0,5,OUI,OUI,2020-05-29T10:43:27Z,"48.852566752,2.40392806871",Paris,NA
8055,Courcelles - Place des Ternes,OUI,31,21,9,5,4,OUI,OUI,2020-05-29T10:43:22Z,"48.8781999289,2.29928601887",Paris,NA
31012,Place Carnot,OUI,25,24,1,1,0,OUI,OUI,2020-05-29T10:35:14Z,"48.8559393219,2.44153171778",Montreuil,NA
12126,Gravelle - Route du Bac,OUI,51,40,10,3,7,OUI,OUI,2020-05-29T10:43:05Z,"48.824407,2.418455",Paris,NA
92004,Université,OUI,20,6,14,7,7,OUI,OUI,2020-05-29T10:41:25Z,"48.901365,2.212693",Nanterre,NA
23011,Bineau - Louise Michel,OUI,25,14,11,3,8,OUI,OUI,2020-05-29T10:43:34Z,"48.8866616221,2.28432744741",Levallois-Perret,NA
6103,Mézières - Rennes,OUI,55,38,16,13,3,OUI,OUI,2020-05-29T10:42:09Z,"48.8502345932,2.33038198203",Paris,NA
22005,Charles de Gaulle - Madrid,OUI,22,3,19,11,8,OUI,OUI,2020-05-29T10:43:10Z,"48.8844322704,2.26080447435",Neuilly-sur-Seine,NA
20036,Ménilmontant - Pelleport,OUI,19,19,0,0,0,OUI,OUI,2020-05-29T10:42:48Z,"48.8706826338,2.39895960233",Paris,NA
15035,Place Etienne Pernet,OUI,43,30,13,8,5,OUI,OUI,2020-05-29T10:42:01Z,"48.8424345713,2.29218196124",Paris,NA
15031,Théâtre - Lourmel,OUI,53,42,11,9,2,OUI,OUI,2020-05-29T10:43:32Z,"48.8482070398,2.28986587375",Paris,NA
32015,Gare RER de Saint-Denis,OUI,40,20,20,4,16,OUI,OUI,2020-05-29T10:42:36Z,"48.9355432425,2.34714880586",Saint-Denis,NA
17022,Pereire - Place de Wagram,OUI,46,42,3,1,2,OUI,OUI,2020-05-29T10:39:57Z,"48.8870706076,2.30411112453",Paris,NA
6017,Sénat - Condé,OUI,33,10,22,19,3,OUI,OUI,2020-05-29T10:42:34Z,"48.8495422779,2.3379394412",Paris,NA
8038,François 1er - Montaigne,OUI,29,3,25,24,1,OUI,OUI,2020-05-29T10:40:50Z,"48.86688765,2.30667557572",Paris,NA
31018,Gambetta - Michelet,OUI,33,32,1,1,0,OUI,OUI,2020-05-29T10:42:59Z,"48.8527379238,2.42996603251",Montreuil,NA
11107,Faidherbe - Dahomey,OUI,44,36,8,6,2,OUI,OUI,2020-05-29T10:42:57Z,"48.8513583298,2.3838231348",Paris,NA
12033,François Truffaut - Saint Emilion,OUI,66,18,46,41,5,OUI,OUI,2020-05-29T10:43:25Z,"48.8337235434,2.38660190327",Paris,NA
10039,Sambre et Meuse - Villette,OUI,25,23,2,1,1,OUI,OUI,2020-05-29T10:42:46Z,"48.8744056662,2.373807238",Paris,NA
19036,Hôpital Robert Debré,OUI,33,23,10,1,9,OUI,OUI,2020-05-29T10:43:23Z,"48.880052222,2.40086503463",Paris,NA
15019,Paul Barruel - Vaugirard,OUI,39,33,6,5,1,OUI,OUI,2020-05-29T10:40:53Z,"48.8401491855,2.30443328619",Paris,NA
8008,Joseph Sansboeuf - Saint Lazare,OUI,18,1,17,10,7,OUI,OUI,2020-05-29T10:37:53Z,"48.8753156307,2.32290197164",Paris,NA
44002,Paul Vaillant-Couturier - Gare RER,OUI,26,10,16,6,10,OUI,OUI,2020-05-29T10:43:34Z,"48.8010815907,2.40209721029",Vitry-sur-Seine,NA
21307,Victor Cresson - Telles de la Poterie,OUI,31,12,19,15,4,OUI,OUI,2020-05-29T10:42:27Z,"48.822698843,2.2686498275",Issy-les-Moulineaux,NA
42003,Place de l'Insurrection d'Août 1944,OUI,30,22,8,5,3,OUI,OUI,2020-05-29T10:39:07Z,"48.8147785275,2.39807456732",Ivry-sur-Seine,NA
22206,Louis Pasteur - Albert Petit,OUI,31,5,26,11,15,OUI,OUI,2020-05-29T10:43:33Z,"48.796261,2.317289",Bagneux,NA
31007,Paris - Désiré Préaux,OUI,49,38,11,6,5,OUI,OUI,2020-05-29T10:43:30Z,"48.8574287669,2.43230491877",Montreuil,NA
27005,Gare du Stade,OUI,20,7,13,7,6,OUI,OUI,2020-05-29T10:40:00Z,"48.9312676,2.2603778",Colombes,NA
18139,Poissonniers - Championnet,OUI,28,23,12,12,0,OUI,OUI,2020-05-29T10:42:16Z,"48.8954329973,2.35301781446",Paris,NA
8103,Artois - Berri,OUI,23,7,14,9,5,OUI,OUI,2020-05-29T10:42:19Z,"48.8739352124,2.30642583221",Paris,NA
3008,Perle - Vieille du Temple,OUI,36,24,12,10,2,OUI,OUI,2020-05-29T10:43:32Z,"48.8601346,2.3611206",Paris,NA
15128,Cadix - Hameau,OUI,37,33,4,2,2,OUI,OUI,2020-05-29T10:39:52Z,"48.8340107632,2.28951618075",Paris,NA
17019,Phalsbourg - Villiers,OUI,20,5,15,6,9,OUI,OUI,2020-05-29T10:43:26Z,"48.882423079,2.30904534459",Paris,NA
21026,Sèvres - Général Leclerc,OUI,30,2,28,22,6,OUI,OUI,2020-05-29T10:43:31Z,"48.8301215591,2.23142623901",Boulogne-Billancourt,NA
15111,Olivier de Serres - Leriche,OUI,25,22,3,0,3,OUI,OUI,2020-05-29T10:42:06Z,"48.8346022172,2.2957482934",Paris,NA
19129,Solitaires - Place des Fêtes,OUI,29,28,0,0,0,OUI,OUI,2020-05-29T10:40:01Z,"48.876601,2.391769",Paris,NA
19012,Lally-Tollendal - Armand Carrel,OUI,28,27,1,0,1,OUI,OUI,2020-05-29T10:39:18Z,"48.8827006622,2.37471755594",Paris,NA
18136,Poulet - Barbès,OUI,20,18,2,0,2,OUI,OUI,2020-05-29T10:39:25Z,"48.887148,2.349064",Paris,NA
3003,Fille du Calvaire - Turenne,OUI,29,9,19,12,7,OUI,OUI,2020-05-29T10:38:16Z,"48.8621050541,2.36496001482",Paris,NA
10041,Gare du Nord - La Chapelle,OUI,18,11,6,4,2,OUI,OUI,2020-05-29T10:42:29Z,"48.8841782873,2.35610570759",Paris,NA
31104,Mairie de Rosny-sous-Bois,OUI,30,3,27,12,15,OUI,OUI,2020-05-29T10:43:06Z,"48.871256519,2.48658075929",Rosny-sous-Bois,NA
4018,Saint-Bon - Rivoli,OUI,19,9,10,7,3,OUI,OUI,2020-05-29T10:41:52Z,"48.8579996433,2.35021728098",Paris,NA
23101,Grande Rue - Europe,OUI,25,8,17,11,6,OUI,OUI,2020-05-29T10:42:28Z,"48.8218104688,2.20587987453",Sèvres,NA
16139,Suresnes - Muette à Neuilly,NON,0,0,0,0,0,NON,NON,2019-10-28T09:46:20Z,"48.868716,2.266586",Paris,NA
48008,Guy Môquet - Parvis Georges Marchais,OUI,30,22,8,1,7,OUI,OUI,2020-05-29T10:42:34Z,"48.795188401,2.35943466425",Villejuif,NA
48007,Parc Départemental des Hautes-Bruyères,OUI,30,14,16,1,15,OUI,OUI,2020-05-29T10:37:53Z,"48.7934579014,2.35090121627",Villejuif,NA
2109,Réaumur - Montmartre,OUI,19,8,10,7,3,OUI,OUI,2020-05-29T10:41:12Z,"48.8682309998,2.34382603389",Paris,NA
19118,Simon Bolivar - Henri Turot,OUI,22,22,0,0,0,OUI,OUI,2020-05-29T10:41:58Z,"48.876887,2.374454",Paris,NA
17020,Jouffroy d'Abbans - Malesherbes,OUI,27,21,6,1,5,OUI,OUI,2020-05-29T10:43:25Z,"48.8850134,2.3070717",Paris,NA
20013,Alexandre Dumas - Place de la Réunion,OUI,45,42,3,1,2,OUI,OUI,2020-05-29T10:34:34Z,"48.8553371074,2.39977036876",Paris,NA
15120,Colonel Pierre Avia,OUI,29,15,14,13,1,OUI,OUI,2020-05-29T10:37:51Z,"48.8296843301,2.27534258685",Paris,NA
21205,Arthur Auger - Jean Jaurès,OUI,26,21,5,4,1,OUI,OUI,2020-05-29T10:42:32Z,"48.8137364456,2.30692774057",Montrouge,NA
15036,Croix Nivert - Square Saint-Lambert,OUI,47,38,8,6,2,OUI,OUI,2020-05-29T10:43:16Z,"48.8430515216,2.29520045221",Paris,NA
11011,Richard Lenoir - Voltaire,OUI,25,13,12,7,5,OUI,OUI,2020-05-29T10:43:33Z,"48.8616427388,2.3727491498",Paris,NA
20022,Porte de Bagnolet,OUI,33,31,2,1,1,OUI,OUI,2020-05-29T10:34:41Z,"48.8647071391,2.40834463735",Paris,NA
48004,Maxime Gorki - Louis Aragon,OUI,20,17,3,1,2,OUI,OUI,2020-05-29T10:42:32Z,"48.7890981473,2.36838787794",Villejuif,NA
12019,Gare de Reuilly - Picpus,OUI,28,20,9,6,3,OUI,OUI,2020-05-29T10:37:49Z,"48.8426735412,2.39729437977",Paris,NA
21309,Mairie d'Issy,OUI,41,13,28,28,0,OUI,OUI,2020-05-29T10:43:27Z,"48.8237677925,2.27231115103",Issy-les-Moulineaux,NA
2002,Etienne Marcel - Montorgueil,OUI,28,6,21,13,8,OUI,OUI,2020-05-29T10:42:22Z,"48.8645056726,2.3461959511",Paris,NA
3005,Sainte-Elisabeth - Turbigo,OUI,33,22,10,5,5,OUI,OUI,2020-05-29T10:42:50Z,"48.8661033743,2.35964924097",Paris,NA
2005,Montmartre - Etienne Marcel,OUI,16,1,15,13,2,OUI,OUI,2020-05-29T10:42:43Z,"48.8650219458,2.34506844014",Paris,NA
13125,Gare d'Austerlitz - Pont Charles de Gaulle,OUI,55,5,49,43,6,OUI,OUI,2020-05-29T10:41:40Z,"48.8423198301,2.36703000963",Paris,NA
35012,Candale - Mehul,OUI,25,5,0,0,0,NON,NON,2020-05-11T22:08:54Z,"48.8893935006,2.41437971592",Pantin,NA
16010,Belles Feuilles - Place de Mexico,OUI,23,21,2,1,1,OUI,OUI,2020-05-29T10:38:43Z,"48.8658047465,2.28292062879",Paris,NA
44008,Youri Gagarine - Commune de Paris,OUI,33,24,9,3,6,OUI,OUI,2020-05-29T10:41:39Z,"48.782427463,2.39397346973",Vitry-sur-Seine,NA
23703,Gare de Chaville Rive Gauche,OUI,18,15,3,1,2,OUI,OUI,2020-05-29T10:37:16Z,"48.8051603043,2.18827720731",Chaville,NA
12123,Château de Vincennes,OUI,52,27,23,18,5,OUI,OUI,2020-05-29T10:41:48Z,"48.8442319326,2.43920953771",Paris,NA
13015,Chevaleret - Louise Weiss,OUI,35,17,18,8,10,OUI,OUI,2020-05-29T10:43:12Z,"48.8325865134,2.37121138812",Paris,NA
11111,Léon Frot - Charonne,OUI,19,3,16,12,4,OUI,OUI,2020-05-29T10:41:33Z,"48.8549638003,2.38721708537",Paris,NA
20032,Square des Amandiers,OUI,12,8,5,3,2,OUI,OUI,2020-05-29T10:38:57Z,"48.8661563067,2.38913241774",Paris,NA
19119,Edouard Pailleron - Bouret,OUI,27,25,2,1,1,OUI,OUI,2020-05-29T10:40:38Z,"48.8805976941,2.37694948912",Paris,NA
16017,Siam - La Pompe,OUI,16,12,4,0,4,OUI,OUI,2020-05-29T10:42:00Z,"48.861720329,2.27534656856",Paris,NA
15045,Porte de la Plaine,OUI,35,19,15,14,1,OUI,OUI,2020-05-29T10:40:15Z,"48.8280516961,2.29242771864",Paris,NA
21021,Enfants du Paradis - Peupliers,OUI,40,14,26,12,14,OUI,OUI,2020-05-29T10:41:22Z,"48.8331226865,2.25714594126",Boulogne-Billancourt,NA
8007,Rome - Provence,OUI,30,6,23,15,8,OUI,OUI,2020-05-29T10:41:12Z,"48.8742300556,2.32557011172",Paris,NA
14005,René Coty - Place Denfert-Rochereau,OUI,36,30,5,2,3,OUI,OUI,2020-05-29T10:40:15Z,"48.8330564773,2.3329411447",Paris,NA
6020,Place Saint-André des Arts,OUI,37,27,10,10,0,OUI,OUI,2020-05-29T10:42:42Z,"48.8528861739,2.34265442938",Paris,NA
5105,Geoffroy-Saint-Hilaire - Saint-Marcel,OUI,17,13,3,1,2,OUI,OUI,2020-05-29T10:36:33Z,"48.8390782642,2.35687734067",Paris,NA
9104,Caumartin - Provence,OUI,22,11,10,7,3,OUI,OUI,2020-05-29T10:43:13Z,"48.8744227734,2.32846856117",Paris,NA
5016,Thouin - Cardinal Lemoine,OUI,17,12,4,0,4,OUI,OUI,2020-05-29T10:41:19Z,"48.8450471666,2.34946478513",Paris,NA
8048,Marceau - Chaillot,OUI,21,4,17,6,11,OUI,OUI,2020-05-29T10:42:53Z,"48.8688339499,2.29899678379",Paris,NA
16110,Octave Feuillet - Albéric Magnard,OUI,21,18,2,1,1,OUI,OUI,2020-05-29T10:41:14Z,"48.8610690295,2.27302830666",Paris,NA
5005,Gay Lussac - Saint-Jacques,OUI,24,17,7,4,3,OUI,OUI,2020-05-29T10:42:12Z,"48.8447302561,2.34192394487",Paris,NA
10162,Alexandre Parodi - Quai de Valmy,OUI,24,22,2,0,2,OUI,OUI,2020-05-29T10:42:01Z,"48.8793594194,2.36659616232",Paris,NA
11030,Oberkampf - République,OUI,24,20,3,1,2,OUI,OUI,2020-05-29T10:43:22Z,"48.8654533,2.3760261",Paris,NA
19018,Cité de la Musique,OUI,60,60,0,0,0,NON,NON,2019-09-25T05:55:41Z,"48.8887965565,2.39258119319",Paris,NA
9014,Faubourg Montmartre - La Fayette,OUI,35,22,13,11,2,OUI,OUI,2020-05-29T10:43:14Z,"48.8752545491,2.3408536613",Paris,NA
18009,Jean-François Lépine - Stephenson,OUI,22,9,12,6,6,OUI,OUI,2020-05-29T10:42:23Z,"48.886114668,2.35685562753",Paris,NA
43005,Gare RER de Vincennes,OUI,51,40,11,7,4,OUI,OUI,2020-05-29T10:39:09Z,"48.8475630151,2.43338316679",Vincennes,NA
43003,Hôpital Bégin,OUI,26,20,6,5,1,OUI,OUI,2020-05-29T10:39:00Z,"48.8457167211,2.42724627256",Vincennes,NA
21313,Guynemer - Séverine,OUI,26,9,17,16,1,OUI,OUI,2020-05-29T10:42:50Z,"48.8309174337,2.27907065302",Issy-les-Moulineaux,NA
26007,Square Gilbert Thomain,OUI,20,6,14,11,3,OUI,OUI,2020-05-29T10:43:03Z,"48.9071737381,2.26954009384",Asnières-sur-Seine,NA
17045,Place des Ternes,OUI,46,30,16,11,5,OUI,OUI,2020-05-29T10:43:26Z,"48.8784386312,2.29772776365",Paris,NA
12106,Gare de Lyon - Roland Barthes,OUI,68,31,37,30,7,OUI,OUI,2020-05-29T10:43:22Z,"48.8439572949,2.37908821553",Paris,NA
5021,Jussieu - Fossés Saint-Bernard,OUI,39,27,11,11,0,OUI,OUI,2020-05-29T10:43:00Z,"48.84718551,2.35348585993",Paris,NA
42707,Place Jean-Baptiste Clément,OUI,25,8,17,9,8,OUI,OUI,2020-05-29T10:42:56Z,"48.8124046687,2.36170917749",Le Kremlin-Bicêtre,NA
16034,Porte d'Auteuil,OUI,33,14,19,15,4,OUI,OUI,2020-05-29T10:36:12Z,"48.8479394142,2.26083967835",Paris,NA
5114,Claude Bernard - Arbalète,OUI,17,8,8,7,1,OUI,OUI,2020-05-29T10:42:04Z,"48.8397667698,2.34751090407",Paris,NA
42207,Place des Marseillais,OUI,37,19,17,12,5,OUI,OUI,2020-05-29T10:43:10Z,"48.8266390725,2.40592807531",Charenton-le-Pont,NA
8002,Gare Saint-Lazare - Cour du Havre,OUI,45,6,37,22,15,OUI,OUI,2020-05-29T10:43:29Z,"48.8756744009,2.32655983418",Paris,NA
20120,Evariste Galois,OUI,30,28,2,0,2,OUI,OUI,2020-05-29T10:43:15Z,"48.8730875373,2.41333801299",Paris,NA
23701,Parvis Robert Schuman - Roger Salengro,OUI,24,21,3,0,3,OUI,OUI,2020-05-29T10:34:07Z,"48.8126574706,2.19217512757",Chaville,NA
20113,Piat - Parc de Belleville,OUI,21,20,1,0,1,OUI,OUI,2020-05-29T10:35:01Z,"48.8719562664,2.38498139028",Paris,NA
20040,Parc de Belleville - Julien Lacroix,OUI,26,25,1,1,0,OUI,OUI,2020-05-29T10:34:42Z,"48.8703459,2.3842214",Paris,NA
31019,Vincennes - Douy-Delcupe,OUI,38,32,6,6,0,OUI,OUI,2020-05-29T10:43:04Z,"48.8549369216,2.43604928255",Montreuil,NA
51003,Hôtel de Ville d'Argenteuil,OUI,30,18,13,3,10,OUI,OUI,2020-05-29T10:42:51Z,"48.946504,2.2496396",Argenteuil,NA
22001,Château - Bineau,OUI,23,5,17,12,5,OUI,OUI,2020-05-29T10:42:46Z,"48.8904040286,2.27010637522",Neuilly-sur-Seine,NA
41204,République - Danton,OUI,20,19,1,1,0,OUI,OUI,2020-05-29T10:42:02Z,"48.8524917218,2.46203452349",Fontenay-sous-Bois,NA
21014,Hameau Fleuri - Marché,OUI,22,5,17,14,3,OUI,OUI,2020-05-29T10:42:54Z,"48.8314488926,2.2412404418",Boulogne-Billancourt,NA
47004,Stade Auguste Delaune,OUI,21,15,6,4,2,OUI,OUI,2020-05-29T10:39:56Z,"48.8089637868,2.43452042341",Maisons-Alfort,NA
6032,Sabot - Rennes,OUI,26,14,7,1,6,OUI,OUI,2020-05-29T10:42:32Z,"48.8525751129,2.33155276626",Paris,NA
42703,Fontainebleau - Edmond Michelet,OUI,45,35,9,1,8,OUI,OUI,2020-05-29T10:42:07Z,"48.8095643684,2.36269086599",Le Kremlin-Bicêtre,NA
21114,Gustave Eiffel - Parc des Impressionnistes,OUI,30,26,4,3,1,OUI,OUI,2020-05-29T10:40:08Z,"48.9039061965,2.2946908325",Clichy,NA
11019,Charonne - Philippe-Auguste,OUI,32,28,4,1,3,OUI,OUI,2020-05-29T10:43:12Z,"48.855603162,2.39054639062",Paris,NA
10164,Claude Vellefaux - Sambre et Meuse,OUI,34,23,10,3,7,OUI,OUI,2020-05-29T10:41:39Z,"48.875022,2.370478",Paris,NA
3101,Porte Saint-Martin,OUI,35,20,15,10,5,OUI,OUI,2020-05-29T10:42:15Z,"48.8686017211,2.3557010293",Paris,NA
20103,Le Vau - Maurice Bertaux,OUI,25,25,0,0,0,OUI,OUI,2020-05-29T10:39:49Z,"48.8680343904,2.41103061245",Paris,NA
11044,Square du Bataclan,OUI,20,9,10,7,3,OUI,OUI,2020-05-29T10:40:34Z,"48.8633762,2.3711327",Paris,NA
18114,Véron - Lepic,OUI,23,21,2,0,2,OUI,OUI,2020-05-29T10:42:34Z,"48.885261234,2.33455985785",Paris,NA
13010,Place d'Italie - Vincent Auriol,OUI,40,21,18,1,17,OUI,OUI,2020-05-29T10:43:26Z,"48.8314818745,2.35675502923",Paris,NA
20002,Square de la rue Pixérécourt,OUI,15,14,1,0,1,OUI,OUI,2020-05-29T10:37:18Z,"48.8736824,2.3960278",Paris,NA
12150,Bastille - Quai de la Rapée,OUI,27,12,15,10,5,OUI,OUI,2020-05-29T10:41:52Z,"48.8468241086,2.36693646759",Paris,NA
11103,Pelée - Alphonse Baudin,OUI,38,26,12,5,7,OUI,OUI,2020-05-29T10:42:25Z,"48.8600265,2.3710541",Paris,NA
20039,Belleville - Couronnes,OUI,50,49,1,0,1,OUI,OUI,2020-05-29T10:39:38Z,"48.8688310829,2.38098621368",Paris,NA
42004,Westermeyer - Paul Vaillant-Couturier,OUI,25,14,11,5,6,OUI,OUI,2020-05-29T10:42:26Z,"48.8191161816,2.39666372538",Ivry-sur-Seine,NA
11038,Temple - Charlot,OUI,45,34,10,8,2,OUI,OUI,2020-05-29T10:43:33Z,"48.8657093438,2.36527372507",Paris,NA
12043,Daumesnil - Hébrard,OUI,40,29,10,9,1,OUI,OUI,2020-05-29T10:43:29Z,"48.8429,2.38474",Paris,NA
41101,Paul Doumer - Stalingrad,OUI,24,2,22,18,4,OUI,OUI,2020-05-29T10:42:40Z,"48.8065189922,2.33688801527",Arcueil,NA
9024,Taitbout - La Fayette,OUI,53,24,29,17,12,OUI,OUI,2020-05-29T10:43:02Z,"48.8733298892,2.33526259661",Paris,NA
17119,Toqueville - Cardinet,OUI,33,27,5,2,3,OUI,OUI,2020-05-29T10:40:37Z,"48.8849018711,2.31093931943",Paris,NA
13009,Auguste Blanqui - Corvisart,OUI,26,17,9,7,2,OUI,OUI,2020-05-29T10:38:17Z,"48.8300989,2.3502726",Paris,NA
9006,Dunkerque - Trudaine,OUI,16,13,3,1,2,OUI,OUI,2020-05-29T10:42:52Z,"48.8821516677,2.34632536769",Paris,NA
15039,Abbé Groult - Convention,OUI,12,10,2,2,0,OUI,OUI,2020-05-29T10:43:26Z,"48.8359692787,2.30206403951",Paris,NA
41403,Gare RER - Malleret-Joinville,OUI,20,16,4,3,1,OUI,OUI,2020-05-29T10:39:12Z,"48.802936,2.42531",Alfortville,NA
18039,Jardins d'Eole,OUI,20,19,1,1,0,OUI,OUI,2020-05-29T10:42:15Z,"48.8869703,2.3668488",Paris,NA
16019,Porte de la Muette,OUI,36,24,12,6,6,OUI,OUI,2020-05-29T10:42:28Z,"48.8630231784,2.26871881702",Paris,NA
42505,Charles Frérot - Albert Guilpin,OUI,30,17,13,12,1,OUI,OUI,2020-05-29T10:42:36Z,"48.8155839184,2.35050290823",Gentilly,NA
19110,Square Claude Bernard,OUI,30,4,25,7,18,OUI,OUI,2020-05-29T10:43:09Z,"48.8987601622,2.37532574683",Paris,NA
18004,Place des Abbesses,OUI,12,10,2,1,1,OUI,OUI,2020-05-29T10:41:25Z,"48.8845427261,2.33868677169",Paris,NA
7012,Cité Vaneau,OUI,26,10,16,13,3,OUI,OUI,2020-05-29T10:42:16Z,"48.8542210666,2.31961492449",Paris,NA
13005,Cordelières - Arago,OUI,46,32,13,12,1,OUI,OUI,2020-05-29T10:43:19Z,"48.835480719,2.3485724617",Paris,NA
32013,Université,OUI,24,14,10,4,6,OUI,OUI,2020-05-29T10:42:30Z,"48.9456343095,2.363829799",Saint-Denis,NA
12112,Charenton - Jardiniers,OUI,31,29,2,0,2,OUI,OUI,2020-05-29T10:38:23Z,"48.8338217729,2.39469266411",Paris,NA
21506,Maurice Payret-Dortail,OUI,22,18,4,1,3,OUI,OUI,2020-05-29T10:40:53Z,"48.8781195706,2.22336251289",Suresnes,NA
4012,Tiron - Rivoli,OUI,28,20,7,3,4,OUI,OUI,2020-05-29T10:43:14Z,"48.8556922532,2.35790580511",Paris,NA
14134,Château - Place de Catalogne,OUI,33,29,3,0,3,OUI,OUI,2020-05-29T10:41:21Z,"48.8368139281,2.31866911054",Paris,NA
1025,Oratoire - Rivoli,OUI,18,11,7,3,4,OUI,OUI,2020-05-29T10:40:31Z,"48.8613427609,2.34000474215",Paris,NA
12157,Fabre d'Eglantine - Place de la Nation,OUI,68,62,5,0,5,OUI,OUI,2020-05-29T10:43:20Z,"48.8471116,2.3956204",Paris,NA
22601,Marx Dormoy - Château Sainte-Barbe,OUI,22,14,8,1,7,OUI,OUI,2020-05-29T10:42:09Z,"48.7917823411,2.29785684496",Fontenay-aux-Roses,NA
15012,Cambronne - Mademoiselle,OUI,67,59,8,5,3,OUI,OUI,2020-05-29T10:43:14Z,"48.84327733,2.30230766886",Paris,NA
15053,Lecourbe - Convention,OUI,46,26,20,16,4,OUI,OUI,2020-05-29T10:42:53Z,"48.8392331924,2.29151979089",Paris,NA
12022,Sahel - Général Michel Bizot,OUI,33,32,1,0,1,OUI,OUI,2020-05-29T10:39:31Z,"48.8408729648,2.40444447845",Paris,NA
15027,Duhamel - André Gide,OUI,20,16,4,2,2,OUI,OUI,2020-05-29T10:43:19Z,"48.8365662244,2.3127071211",Paris,NA
43004,Montreuil - République,OUI,25,22,3,1,2,OUI,OUI,2020-05-29T10:41:02Z,"48.8502634946,2.43452042341",Vincennes,NA
18108,Evangile - Aubervilliers,OUI,21,21,0,0,0,NON,NON,2020-05-07T01:03:52Z,"48.8950395419,2.36879691482",Paris,NA
21027,Fief - République,OUI,25,6,19,16,3,OUI,OUI,2020-05-29T10:40:20Z,"48.8317088817,2.25577197969",Boulogne-Billancourt,NA
20011,Pyrénées - Dagorno,OUI,20,19,1,0,1,OUI,OUI,2020-05-29T10:43:03Z,"48.8554257707,2.4051643163",Paris,NA
6029,Vaugirard - Monsieur le Prince,OUI,26,18,8,5,3,OUI,OUI,2020-05-29T10:41:49Z,"48.8489514416,2.34113294631",Paris,NA
9035,Gare Saint-Lazare - Place de Budapest,OUI,44,37,7,5,2,OUI,OUI,2020-05-29T10:42:47Z,"48.877753,2.327339",Paris,NA
17040,Pereire - Ternes,OUI,48,37,10,5,5,OUI,OUI,2020-05-29T10:43:12Z,"48.8797395483,2.28801213205",Paris,NA
11002,Roquette - Thiéré,OUI,23,3,20,20,0,OUI,OUI,2020-05-29T10:42:40Z,"48.8550793058,2.37336863187",Paris,NA
19044,Grands Moulins de Pantin,OUI,50,33,17,9,8,OUI,OUI,2020-05-29T10:40:00Z,"48.8973836972,2.39599853754",Paris,NA
31003,Paris - Emile Zola,OUI,30,23,7,6,1,OUI,OUI,2020-05-29T10:39:35Z,"48.8548980958,2.41866856813",Montreuil,NA
11039,Richard Lenoir - Jean-Pierre Timbaud,OUI,36,27,9,5,4,OUI,OUI,2020-05-29T10:42:09Z,"48.8658042767,2.36933707497",Paris,NA
13050,Quai Panhard et Levassor,OUI,57,21,36,34,2,OUI,OUI,2020-05-29T10:43:20Z,"48.8283748281,2.38427374581",Paris,NA
42015,Place Jean Ferrat,OUI,25,20,5,0,5,OUI,OUI,2020-05-29T10:34:34Z,"48.8184945213,2.37441748381",Ivry-sur-Seine,NA
